symbol,date,event,prior_regime,base_event,detector
STXE,2024-12-18,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
STXG,2025-08-20,BC:UNKNOWN,UNKNOWN,BC,contextual
STXG,2025-09-17,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
STXI,2024-09-03,BC:UNKNOWN,UNKNOWN,BC,contextual
STXI,2025-06-11,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
STXK,2024-07-16,BC:UNKNOWN,UNKNOWN,BC,contextual
STXK,2024-11-06,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
STXM,2025-10-14,BC:UNKNOWN,UNKNOWN,BC,contextual
STXS,2024-06-03,SPRING:UNKNOWN,UNKNOWN,SPRING,contextual
STXS,2024-06-28,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
STXS,2025-10-08,BC:ACCUMULATION,ACCUMULATION,BC,contextual
STZ,2024-03-07,SOS:UNKNOWN,UNKNOWN,SOS,contextual
STZ,2025-02-03,SPRING:MARKUP,MARKUP,SPRING,contextual
STZ,2025-07-01,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
STZ,2025-12-10,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
STZ,2025-12-10,BC:NONE,NONE,BC,contextual
SU,2024-05-21,BC:UNKNOWN,UNKNOWN,BC,contextual
SU,2025-09-10,SOS:ACCUMULATION,ACCUMULATION,SOS,contextual
SUB,2024-08-02,BC:UNKNOWN,UNKNOWN,BC,contextual
SUB,2024-08-23,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
SUGP,2024-09-09,SPRING:UNKNOWN,UNKNOWN,SPRING,contextual
SUGP,2024-12-17,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
SUGP,2025-10-09,BC:MARKDOWN,MARKDOWN,BC,contextual
SUI,2024-04-30,SOW:UNKNOWN,UNKNOWN,SOW,contextual
SUI,2024-09-20,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
SUI,2024-11-07,SPRING:MARKUP,MARKUP,SPRING,contextual
SUI,2025-02-24,BC:ACCUMULATION,ACCUMULATION,BC,contextual
SUN,2024-03-14,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
SUN,2025-01-30,BC:MARKUP,MARKUP,BC,contextual
SUNE,2025-03-14,SOW:DISTRIBUTION,DISTRIBUTION,SOW,contextual
SUNE,2025-04-21,SOS:MARKDOWN,MARKDOWN,SOS,contextual
SUNE,2025-10-09,BC:MARKUP,MARKUP,BC,contextual
SUNS,2024-10-21,SOS:UNKNOWN,UNKNOWN,SOS,contextual
SUNS,2025-12-01,BC:NONE,NONE,BC,contextual
SUNS,2025-12-01,BC:NONE,NONE,BC,contextual
SUPN,2025-10-29,BC:UNKNOWN,UNKNOWN,BC,contextual
SUPP,2025-09-11,BC:UNKNOWN,UNKNOWN,BC,contextual
SUPV,2024-03-06,SOW:UNKNOWN,UNKNOWN,SOW,contextual
SUPV,2024-05-06,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
SUPV,2025-07-29,SPRING:ACCUMULATION,ACCUMULATION,SPRING,contextual
SUPV,2025-10-09,BC:ACCUMULATION,ACCUMULATION,BC,contextual
SUPX,2025-07-29,BC:UNKNOWN,UNKNOWN,BC,contextual
SUPX,2025-08-14,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
SURE,2024-11-27,SOS:UNKNOWN,UNKNOWN,SOS,contextual
SURE,2025-07-08,BC:MARKUP,MARKUP,BC,contextual
SURG,2024-03-13,SOS:UNKNOWN,UNKNOWN,SOS,contextual
SURG,2024-09-03,SOW:DISTRIBUTION,DISTRIBUTION,SOW,contextual
SURG,2024-10-11,BC:MARKDOWN,MARKDOWN,BC,contextual
SURG,2024-10-31,SPRING:DISTRIBUTION,DISTRIBUTION,SPRING,contextual
SUUN,2024-08-02,SOS:UNKNOWN,UNKNOWN,SOS,contextual
SUUN,2025-08-14,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
SUZ,2024-03-12,SOS:UNKNOWN,UNKNOWN,SOS,contextual
SUZ,2025-04-07,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
SUZ,2025-06-05,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual
SUZ,2025-11-12,BC:NONE,NONE,BC,contextual
SUZ,2025-11-12,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
SVAL,2024-11-06,SOS:UNKNOWN,UNKNOWN,SOS,contextual
SVAL,2025-08-22,BC:ACCUMULATION,ACCUMULATION,BC,contextual
SVC,2024-02-28,SOS:UNKNOWN,UNKNOWN,SOS,contextual
SVC,2024-05-01,SOS:MARKUP,MARKUP,SOS,contextual
SVC,2025-07-22,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
SVCO,2024-07-24,SOS:UNKNOWN,UNKNOWN,SOS,contextual
SVCO,2025-01-23,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
SVIX,2024-08-05,SOW:UNKNOWN,UNKNOWN,SOW,contextual
SVIX,2025-03-11,SPRING:ACCUMULATION,ACCUMULATION,SPRING,contextual
SVM,2025-09-22,BC:UNKNOWN,UNKNOWN,BC,contextual
SVM,2025-10-03,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
SVOL,2025-04-07,SPRING:UNKNOWN,UNKNOWN,SPRING,contextual
SVRA,2025-11-28,BC:UNKNOWN,UNKNOWN,BC,contextual
SVRA,2025-11-28,BC:NONE,NONE,BC,contextual
SVRE,2024-02-05,SPRING:UNKNOWN,UNKNOWN,SPRING,contextual
SVRE,2024-05-09,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
SVRE,2025-02-21,SOS:MARKDOWN,MARKDOWN,SOS,contextual
SVRE,2025-12-15,BC:NONE,NONE,BC,contextual
SVRE,2025-12-15,BC:NONE,NONE,BC,contextual
SVV,2024-02-29,SOS:UNKNOWN,UNKNOWN,SOS,contextual
SVV,2024-03-08,SOS:MARKUP,MARKUP,SOS,contextual
SVV,2024-07-25,SPRING:DISTRIBUTION,DISTRIBUTION,SPRING,contextual
SVV,2024-08-09,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
SVV,2025-08-01,BC:ACCUMULATION,ACCUMULATION,BC,contextual
SVXY,2024-08-05,SOW:UNKNOWN,UNKNOWN,SOW,contextual
SVXY,2025-03-07,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual
SW,2024-11-20,BC:UNKNOWN,UNKNOWN,BC,contextual
SWAG,2025-01-13,SPRING:ACCUMULATION,ACCUMULATION,SPRING,contextual
SWAG,2025-11-10,BC:NONE,NONE,BC,contextual
SWAG,2025-11-10,BC:NONE,NONE,BC,contextual
SWAN,2024-03-01,BC:UNKNOWN,UNKNOWN,BC,contextual
SWAN,2024-06-28,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
SWBI,2024-03-04,SOS:UNKNOWN,UNKNOWN,SOS,contextual
SWBI,2025-04-04,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
SWBI,2025-09-10,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual
SWBI,2025-12-05,BC:NONE,NONE,BC,contextual
SWBI,2025-12-05,BC:NONE,NONE,BC,contextual
SWIM,2024-02-29,SOW:UNKNOWN,UNKNOWN,SOW,contextual
SWIM,2024-03-13,SOW:MARKDOWN,MARKDOWN,SOW,contextual
SWIM,2024-12-10,SOS:MARKDOWN,MARKDOWN,SOS,contextual
SWIM,2025-03-05,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
SWIM,2025-03-05,SPRING:DISTRIBUTION,DISTRIBUTION,SPRING,contextual
SWK,2024-07-26,BC:UNKNOWN,UNKNOWN,BC,contextual
SWKH,2025-04-22,BC:UNKNOWN,UNKNOWN,BC,contextual
SWKHL,2024-03-20,SOW:UNKNOWN,UNKNOWN,SOW,contextual
SWKS,2024-03-05,SOS:UNKNOWN,UNKNOWN,SOS,contextual
SWKS,2025-09-19,BC:ACCUMULATION,ACCUMULATION,BC,contextual
SWVL,2024-03-07,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
SWVL,2025-05-14,BC:ACCUMULATION,ACCUMULATION,BC,contextual
SWVL,2025-12-09,SOW:NONE,NONE,SOW,contextual
SWVL,2025-12-09,SOW:NONE,NONE,SOW,contextual
SXC,2024-07-31,BC:UNKNOWN,UNKNOWN,BC,contextual
SXC,2024-11-06,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
SXI,2025-12-10,BC:UNKNOWN,UNKNOWN,BC,contextual
SXI,2025-12-10,BC:NONE,NONE,BC,contextual
SXT,2025-07-25,BC:UNKNOWN,UNKNOWN,BC,contextual
SXTC,2024-09-11,SOW:DISTRIBUTION,DISTRIBUTION,SOW,contextual
SXTC,2025-02-24,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual
SXTC,2025-02-25,SOS:ACCUMULATION,ACCUMULATION,SOS,contextual
SXTC,2025-09-05,BC:ACCUMULATION,ACCUMULATION,BC,contextual
SXTP,2024-08-21,SOS:UNKNOWN,UNKNOWN,SOS,contextual
SXTP,2025-10-14,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
SY,2024-02-26,SOW:UNKNOWN,UNKNOWN,SOW,contextual
SY,2024-03-14,SOW:MARKDOWN,MARKDOWN,SOW,contextual
SY,2025-06-27,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual
SY,2025-07-16,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
SY,2025-11-05,BC:NONE,NONE,BC,contextual
SY,2025-11-05,BC:NONE,NONE,BC,contextual
SYBX,2025-10-17,BC:ACCUMULATION,ACCUMULATION,BC,contextual
SYF,2024-11-06,BC:UNKNOWN,UNKNOWN,BC,contextual
SYF,2025-07-01,SOS:ACCUMULATION,ACCUMULATION,SOS,contextual
SYK,2024-02-22,SPRING:UNKNOWN,UNKNOWN,SPRING,contextual
SYK,2024-03-05,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
SYK,2024-10-18,BC:MARKDOWN,MARKDOWN,BC,contextual
SYK,2024-11-15,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
SYM,2025-11-26,BC:NONE,NONE,BC,contextual
SYM,2025-11-26,BC:NONE,NONE,BC,contextual
SYNA,2024-03-01,SOS:UNKNOWN,UNKNOWN,SOS,contextual
SYNA,2025-04-03,SOW:DISTRIBUTION,DISTRIBUTION,SOW,contextual
SYNA,2025-11-07,BC:ACCUMULATION,ACCUMULATION,BC,contextual
SYNA,2025-11-07,BC:NONE,NONE,BC,contextual
SYNX,2024-03-12,SOS:UNKNOWN,UNKNOWN,SOS,contextual
SYNX,2024-06-05,SPRING:MARKUP,MARKUP,SPRING,contextual
SYNX,2025-04-01,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
SYNX,2025-06-20,BC:MARKDOWN,MARKDOWN,BC,contextual
SYPR,2024-04-26,SOW:UNKNOWN,UNKNOWN,SOW,contextual
SYPR,2024-10-25,SPRING:ACCUMULATION,ACCUMULATION,SPRING,contextual
SYPR,2025-01-06,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
SYPR,2025-12-22,BC:MARKUP,MARKUP,BC,contextual
SYPR,2025-12-22,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
SYRE,2024-02-29,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
SYRE,2024-03-01,SOS:MARKUP,MARKUP,SOS,contextual
SYRE,2025-10-14,BC:MARKUP,MARKUP,BC,contextual
SYY,2025-07-29,BC:UNKNOWN,UNKNOWN,BC,contextual
SYY,2025-08-13,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
SZK,2024-04-04,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
SZK,2025-04-04,BC:MARKUP,MARKUP,BC,contextual
T,2024-04-15,SOW:UNKNOWN,UNKNOWN,SOW,contextual
T,2025-01-27,BC:MARKDOWN,MARKDOWN,BC,contextual
T,2025-01-27,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual
T,2025-02-21,SOS:ACCUMULATION,ACCUMULATION,SOS,contextual
TAC,2024-02-26,SOW:UNKNOWN,UNKNOWN,SOW,contextual
TAC,2024-03-12,SOW:MARKDOWN,MARKDOWN,SOW,contextual
TAC,2025-01-16,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual
TAC,2025-10-13,BC:ACCUMULATION,ACCUMULATION,BC,contextual
TACH,2025-10-30,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
TACH,2025-12-11,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
TACH,2025-12-11,SOS:MARKUP,MARKUP,SOS,contextual
TACT,2024-03-01,SOS:UNKNOWN,UNKNOWN,SOS,contextual
TACT,2024-08-20,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
TAFI,2025-09-26,BC:UNKNOWN,UNKNOWN,BC,contextual
TAFL,2024-03-01,SOS:UNKNOWN,UNKNOWN,SOS,contextual
TAFL,2024-06-26,BC:MARKUP,MARKUP,BC,contextual
TAFM,2024-07-26,BC:UNKNOWN,UNKNOWN,BC,contextual
TAFM,2024-08-02,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
TAGG,2024-08-23,BC:UNKNOWN,UNKNOWN,BC,contextual
TAIL,2024-06-24,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
TAIL,2024-08-02,SOS:MARKDOWN,MARKDOWN,SOS,contextual
TAIL,2025-03-06,SPRING:MARKUP,MARKUP,SPRING,contextual
TAIL,2025-10-16,BC:ACCUMULATION,ACCUMULATION,BC,contextual
TAK,2024-04-12,SOW:UNKNOWN,UNKNOWN,SOW,contextual
TAK,2024-07-19,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual
TAK,2025-05-12,BC:ACCUMULATION,ACCUMULATION,BC,contextual
TAL,2024-03-04,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
TAL,2025-10-30,BC:MARKUP,MARKUP,BC,contextual
TALK,2024-03-25,SOS:UNKNOWN,UNKNOWN,SOS,contextual
TALK,2025-10-31,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
TALO,2024-02-29,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
TALO,2024-04-30,SOS:MARKUP,MARKUP,SOS,contextual
TALO,2024-06-03,SOW:ACCUMULATION,ACCUMULATION,SOW,contextual
TALO,2024-06-20,SPRING:MARKDOWN,MARKDOWN,SPRING,contextual
TALO,2024-08-08,BC:ACCUMULATION,ACCUMULATION,BC,contextual
TAN,2025-11-05,BC:UNKNOWN,UNKNOWN,BC,contextual
TAN,2025-11-05,BC:NONE,NONE,BC,contextual
TANH,2025-02-13,SOS:UNKNOWN,UNKNOWN,SOS,contextual
TANH,2025-09-16,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
TAOX,2025-10-15,BC:UNKNOWN,UNKNOWN,BC,contextual
TAP,2024-03-11,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
TAP,2025-02-13,BC:MARKUP,MARKUP,BC,contextual
TARA,2025-11-21,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
TARA,2025-11-21,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
TARK,2024-11-11,SOS:ACCUMULATION,ACCUMULATION,SOS,contextual
TARK,2025-10-14,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
TARS,2025-10-03,BC:UNKNOWN,UNKNOWN,BC,contextual
TARS,2025-10-15,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
TASK,2024-11-08,SOS:ACCUMULATION,ACCUMULATION,SOS,contextual
TASK,2025-08-26,BC:MARKUP,MARKUP,BC,contextual
TATT,2025-04-17,BC:UNKNOWN,UNKNOWN,BC,contextual
TATT,2025-07-29,SOS:DISTRIBUTION,DISTRIBUTION,SOS,contextual
TAVI,2025-10-15,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
TAXE,2025-06-03,BC:ACCUMULATION,ACCUMULATION,BC,contextual
TAXT,2025-10-21,SOS:UNKNOWN,UNKNOWN,SOS,contextual
TAXT,2025-10-30,BC:MARKUP,MARKUP,BC,contextual
TAYD,2024-04-05,SOS:UNKNOWN,UNKNOWN,SOS,contextual
TAYD,2025-12-12,BC:DISTRIBUTION,DISTRIBUTION,BC,contextual
TAYD,2025-12-12,BC:NONE,NONE,BC,contextual
